標號,時間,類型,交易對,金額,資費差,before倉位餘額,after倉位餘額,before現金餘額,after現金餘額,總餘額
1,2025-01-02 08:00:00,進場,ETHWUSDT_binance_bybit,-2500.0,-,0.0,2500.0,10000.0,7500.0,10000.0
2,2025-01-02 08:00:00,進場手續費,ETHWUSDT_binance_bybit,-1.75,-,2500.0,2500.0,7500.0,7498.25,9998.25
2,2025-01-02 08:00:00,進場,POPCATUSDT_binance_bybit,-2500.0,-,2500.0,5000.0,7498.25,4998.25,9998.25
3,2025-01-02 08:00:00,進場手續費,POPCATUSDT_binance_bybit,-1.75,-,5000.0,5000.0,4998.25,4996.5,9996.5
3,2025-01-02 08:00:00,進場,XCNUSDT_binance_bybit,-2500.0,-,5000.0,7500.0,4996.5,2496.5,9996.5
4,2025-01-02 08:00:00,進場手續費,XCNUSDT_binance_bybit,-1.75,-,7500.0,7500.0,2496.5,2494.75,9994.75
4,2025-01-03 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.64,0.00051432,7500.0,7500.0,2494.75,2495.39,9995.39
5,2025-01-03 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.39,0.00031307,7500.0,7500.0,2495.39,2495.78,9995.78
6,2025-01-03 08:00:00,資金費率,XCNUSDT_binance_bybit,3.02,0.00241611,7500.0,7500.0,2495.78,2498.8,9998.8
7,2025-01-04 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.75,0.00060389,7500.0,7500.0,2498.8,2499.56,9999.56
8,2025-01-04 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.01,4.01e-06,7500.0,7500.0,2499.56,2499.56,9999.56
9,2025-01-04 08:00:00,資金費率,XCNUSDT_binance_bybit,0.47,0.00037243,7500.0,7500.0,2499.56,2500.03,10000.03
10,2025-01-04 08:00:00,進場,SAFEUSDT_binance_bybit,-2500.0,-,7500.0,10000.0,2500.03,0.03,10000.03
11,2025-01-04 08:00:00,進場手續費,SAFEUSDT_binance_bybit,-1.75,-,10000.0,10000.0,0.03,-1.72,9998.28
11,2025-01-05 08:00:00,資金費率,ETHWUSDT_binance_bybit,1.23,0.00098262,10000.0,10000.0,-1.72,-0.49,9999.51
12,2025-01-05 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.4,0.00031796,10000.0,10000.0,-0.49,-0.09,9999.91
13,2025-01-05 08:00:00,資金費率,XCNUSDT_binance_bybit,3.38,0.00270378,10000.0,10000.0,-0.09,3.29,10003.29
14,2025-01-05 08:00:00,資金費率,SAFEUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,3.29,3.29,10003.29
15,2025-01-06 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.57,0.00045343,10000.0,10000.0,3.29,3.85,10003.85
16,2025-01-06 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.49,0.00039134,10000.0,10000.0,3.85,4.34,10004.34
17,2025-01-06 08:00:00,資金費率,XCNUSDT_binance_bybit,3.7,0.00295906,10000.0,10000.0,4.34,8.04,10008.04
18,2025-01-06 08:00:00,資金費率,SAFEUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,8.04,8.04,10008.04
19,2025-01-07 08:00:00,資金費率,ETHWUSDT_binance_bybit,1.57,0.00125426,10000.0,10000.0,8.04,9.61,10009.61
20,2025-01-07 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.22,0.00017677,10000.0,10000.0,9.61,9.83,10009.83
21,2025-01-07 08:00:00,資金費率,XCNUSDT_binance_bybit,2.95,0.00236358,10000.0,10000.0,9.83,12.78,10012.78
22,2025-01-07 08:00:00,資金費率,SAFEUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,12.78,12.78,10012.78
23,2025-01-08 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.42,0.00033713,10000.0,10000.0,12.78,13.2,10013.2
24,2025-01-08 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.2,0.00015979,10000.0,10000.0,13.2,13.4,10013.4
25,2025-01-08 08:00:00,資金費率,XCNUSDT_binance_bybit,1.7,0.00135748,10000.0,10000.0,13.4,15.1,10015.1
26,2025-01-08 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.16,-0.00012659,10000.0,10000.0,15.1,14.94,10014.94
27,2025-01-09 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.03,2.095e-05,10000.0,10000.0,14.94,14.97,10014.97
28,2025-01-09 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.25,0.00019615,10000.0,10000.0,14.97,15.21,10015.21
29,2025-01-09 08:00:00,資金費率,XCNUSDT_binance_bybit,0.4,0.00031985,10000.0,10000.0,15.21,15.61,10015.61
30,2025-01-09 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.17,-0.00013874,10000.0,10000.0,15.61,15.44,10015.44
31,2025-01-10 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.11,8.961e-05,10000.0,10000.0,15.44,15.55,10015.55
32,2025-01-10 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.09,7.533e-05,10000.0,10000.0,15.55,15.65,10015.65
33,2025-01-10 08:00:00,資金費率,XCNUSDT_binance_bybit,3.11,0.00248791,10000.0,10000.0,15.65,18.76,10018.76
34,2025-01-10 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.09,-7.575e-05,10000.0,10000.0,18.76,18.66,10018.66
35,2025-01-11 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.31,0.00024973,10000.0,10000.0,18.66,18.97,10018.97
36,2025-01-11 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.32,0.00025647,10000.0,10000.0,18.97,19.29,10019.29
37,2025-01-11 08:00:00,資金費率,XCNUSDT_binance_bybit,3.45,0.00275757,10000.0,10000.0,19.29,22.74,10022.74
38,2025-01-11 08:00:00,資金費率,SAFEUSDT_binance_bybit,-1.07,-0.00085611,10000.0,10000.0,22.74,21.67,10021.67
39,2025-01-12 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.11,8.849e-05,10000.0,10000.0,21.67,21.78,10021.78
40,2025-01-12 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.35,0.00027613,10000.0,10000.0,21.78,22.13,10022.13
41,2025-01-12 08:00:00,資金費率,XCNUSDT_binance_bybit,1.91,0.00153052,10000.0,10000.0,22.13,24.04,10024.04
42,2025-01-12 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.05,-3.86e-05,10000.0,10000.0,24.04,23.99,10023.99
43,2025-01-13 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.06,4.834e-05,10000.0,10000.0,23.99,24.05,10024.05
44,2025-01-13 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.16,0.00012475,10000.0,10000.0,24.05,24.21,10024.21
45,2025-01-13 08:00:00,資金費率,XCNUSDT_binance_bybit,0.91,0.00073018,10000.0,10000.0,24.21,25.12,10025.12
46,2025-01-13 08:00:00,資金費率,SAFEUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,25.12,25.12,10025.12
47,2025-01-14 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,25.12,25.12,10025.12
48,2025-01-14 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.11,8.958e-05,10000.0,10000.0,25.12,25.23,10025.23
49,2025-01-14 08:00:00,資金費率,XCNUSDT_binance_bybit,0.75,0.0005999,10000.0,10000.0,25.23,25.98,10025.98
50,2025-01-14 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.28,-0.00022078,10000.0,10000.0,25.98,25.71,10025.71
51,2025-01-15 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.77,0.00061933,10000.0,10000.0,25.71,26.48,10026.48
52,2025-01-15 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,26.48,26.48,10026.48
53,2025-01-15 08:00:00,資金費率,XCNUSDT_binance_bybit,4.53,0.00362258,10000.0,10000.0,26.48,31.01,10031.01
54,2025-01-15 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.02,-1.727e-05,10000.0,10000.0,31.01,30.99,10030.99
55,2025-01-16 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.06,4.737e-05,10000.0,10000.0,30.99,31.05,10031.05
56,2025-01-16 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.03,2.083e-05,10000.0,10000.0,31.05,31.07,10031.07
57,2025-01-16 08:00:00,資金費率,XCNUSDT_binance_bybit,2.01,0.00160456,10000.0,10000.0,31.07,33.08,10033.08
58,2025-01-16 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.06,-5e-05,10000.0,10000.0,33.08,33.02,10033.02
59,2025-01-17 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.34,0.00027272,10000.0,10000.0,33.02,33.36,10033.36
60,2025-01-17 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.22,0.00017838,10000.0,10000.0,33.36,33.58,10033.58
61,2025-01-17 08:00:00,資金費率,XCNUSDT_binance_bybit,5.01,0.00400551,10000.0,10000.0,33.58,38.59,10038.59
62,2025-01-17 08:00:00,資金費率,SAFEUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,38.59,38.59,10038.59
63,2025-01-18 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.63,0.00050726,10000.0,10000.0,38.59,39.22,10039.22
64,2025-01-18 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.33,0.00026413,10000.0,10000.0,39.22,39.55,10039.55
65,2025-01-18 08:00:00,資金費率,XCNUSDT_binance_bybit,115.94,0.09275417,10000.0,10000.0,39.55,155.49,10155.49
66,2025-01-18 08:00:00,資金費率,SAFEUSDT_binance_bybit,-0.15,-0.00011707,10000.0,10000.0,155.49,155.35,10155.35
67,2025-01-18 08:00:00,離場,SAFEUSDT_binance_bybit,2500.0,-,10000.0,7500.0,155.35,2655.35,10155.35
68,2025-01-18 08:00:00,離場手續費,SAFEUSDT_binance_bybit,-1.75,-,7500.0,7500.0,2655.35,2653.6,10153.6
68,2025-01-18 08:00:00,進場,DEGENUSDT_binance_bybit,-2500.0,-,7500.0,10000.0,2653.6,153.6,10153.6
69,2025-01-18 08:00:00,進場手續費,DEGENUSDT_binance_bybit,-1.75,-,10000.0,10000.0,153.6,151.85,10151.85
69,2025-01-19 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.07,5.573e-05,10000.0,10000.0,151.85,151.92,10151.92
70,2025-01-19 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.11,8.418e-05,10000.0,10000.0,151.92,152.02,10152.02
71,2025-01-19 08:00:00,資金費率,XCNUSDT_binance_bybit,114.5,0.09159841,10000.0,10000.0,152.02,266.52,10266.52
72,2025-01-19 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.12,9.867e-05,10000.0,10000.0,266.52,266.64,10266.64
73,2025-01-20 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.76,0.00060821,10000.0,10000.0,266.64,267.4,10267.4
74,2025-01-20 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.57,0.00045579,10000.0,10000.0,267.4,267.97,10267.97
75,2025-01-20 08:00:00,資金費率,XCNUSDT_binance_bybit,26.61,0.02128471,10000.0,10000.0,267.97,294.58,10294.58
76,2025-01-20 08:00:00,資金費率,DEGENUSDT_binance_bybit,1.89,0.00151266,10000.0,10000.0,294.58,296.47,10296.47
77,2025-01-21 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,296.47,296.47,10296.47
78,2025-01-21 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.35,0.00028106,10000.0,10000.0,296.47,296.82,10296.82
79,2025-01-21 08:00:00,資金費率,XCNUSDT_binance_bybit,23.24,0.01859124,10000.0,10000.0,296.82,320.06,10320.06
80,2025-01-21 08:00:00,資金費率,DEGENUSDT_binance_bybit,1.04,0.00083508,10000.0,10000.0,320.06,321.11,10321.11
81,2025-01-22 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,321.11,321.11,10321.11
82,2025-01-22 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.11,8.59e-05,10000.0,10000.0,321.11,321.21,10321.21
83,2025-01-22 08:00:00,資金費率,XCNUSDT_binance_bybit,30.46,0.0243705,10000.0,10000.0,321.21,351.68,10351.68
84,2025-01-22 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.65,0.00052259,10000.0,10000.0,351.68,352.33,10352.33
85,2025-01-23 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.16,0.00012629,10000.0,10000.0,352.33,352.49,10352.49
86,2025-01-23 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.24,0.00019321,10000.0,10000.0,352.49,352.73,10352.73
87,2025-01-23 08:00:00,資金費率,XCNUSDT_binance_bybit,19.02,0.01521268,10000.0,10000.0,352.73,371.74,10371.74
88,2025-01-23 08:00:00,資金費率,DEGENUSDT_binance_bybit,1.19,0.00095298,10000.0,10000.0,371.74,372.94,10372.94
89,2025-01-24 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,372.94,372.94,10372.94
90,2025-01-24 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.17,0.00013596,10000.0,10000.0,372.94,373.11,10373.11
91,2025-01-24 08:00:00,資金費率,XCNUSDT_binance_bybit,10.79,0.00863428,10000.0,10000.0,373.11,383.9,10383.9
92,2025-01-24 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.68,0.00054652,10000.0,10000.0,383.9,384.58,10384.58
93,2025-01-25 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,384.58,384.58,10384.58
94,2025-01-25 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.1,8.385e-05,10000.0,10000.0,384.58,384.69,10384.69
95,2025-01-25 08:00:00,資金費率,XCNUSDT_binance_bybit,121.67,0.09733662,10000.0,10000.0,384.69,506.36,10506.36
96,2025-01-25 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.21,0.00017106,10000.0,10000.0,506.36,506.57,10506.57
97,2025-01-26 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,506.57,506.57,10506.57
98,2025-01-26 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,506.57,506.57,10506.57
99,2025-01-26 08:00:00,資金費率,XCNUSDT_binance_bybit,87.43,0.0699426,10000.0,10000.0,506.57,594.0,10594.0
100,2025-01-26 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,594.0,594.0,10594.0
101,2025-01-27 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,594.0,594.0,10594.0
102,2025-01-27 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,594.0,594.0,10594.0
103,2025-01-27 08:00:00,資金費率,XCNUSDT_binance_bybit,46.29,0.03703548,10000.0,10000.0,594.0,640.29,10640.29
104,2025-01-27 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.24,0.00019032,10000.0,10000.0,640.29,640.53,10640.53
105,2025-01-28 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,640.53,640.53,10640.53
106,2025-01-28 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,640.53,640.53,10640.53
107,2025-01-28 08:00:00,資金費率,XCNUSDT_binance_bybit,15.79,0.01263528,10000.0,10000.0,640.53,656.33,10656.33
108,2025-01-28 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.18,0.00014743,10000.0,10000.0,656.33,656.51,10656.51
109,2025-01-29 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,656.51,656.51,10656.51
110,2025-01-29 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,656.51,656.51,10656.51
111,2025-01-29 08:00:00,資金費率,XCNUSDT_binance_bybit,15.69,0.01254853,10000.0,10000.0,656.51,672.2,10672.2
112,2025-01-29 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.06,4.86e-05,10000.0,10000.0,672.2,672.26,10672.26
113,2025-01-30 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,672.26,672.26,10672.26
114,2025-01-30 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.06,5.125e-05,10000.0,10000.0,672.26,672.32,10672.32
115,2025-01-30 08:00:00,資金費率,XCNUSDT_binance_bybit,12.13,0.00970485,10000.0,10000.0,672.32,684.45,10684.45
116,2025-01-30 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.25,0.00019786,10000.0,10000.0,684.45,684.7,10684.7
117,2025-01-31 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,684.7,684.7,10684.7
118,2025-01-31 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.04,3.353e-05,10000.0,10000.0,684.7,684.74,10684.74
119,2025-01-31 08:00:00,資金費率,XCNUSDT_binance_bybit,9.18,0.00734691,10000.0,10000.0,684.74,693.92,10693.92
120,2025-01-31 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.02,1.717e-05,10000.0,10000.0,693.92,693.95,10693.95
121,2025-02-01 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,693.95,693.95,10693.95
122,2025-02-01 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.47,0.00037502,10000.0,10000.0,693.95,694.41,10694.41
123,2025-02-01 08:00:00,資金費率,XCNUSDT_binance_bybit,6.63,0.00530123,10000.0,10000.0,694.41,701.04,10701.04
124,2025-02-01 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.5,0.000396,10000.0,10000.0,701.04,701.54,10701.54
125,2025-02-02 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,701.54,701.54,10701.54
126,2025-02-02 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,701.54,701.54,10701.54
127,2025-02-02 08:00:00,資金費率,XCNUSDT_binance_bybit,6.54,0.00523473,10000.0,10000.0,701.54,708.08,10708.08
128,2025-02-02 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,708.08,708.08,10708.08
129,2025-02-03 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,708.08,708.08,10708.08
130,2025-02-03 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.04,3.009e-05,10000.0,10000.0,708.08,708.12,10708.12
131,2025-02-03 08:00:00,資金費率,XCNUSDT_binance_bybit,7.03,0.0056211,10000.0,10000.0,708.12,715.14,10715.14
132,2025-02-03 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.03,2.731e-05,10000.0,10000.0,715.14,715.18,10715.18
133,2025-02-04 08:00:00,資金費率,ETHWUSDT_binance_bybit,-0.15,-0.00011897,10000.0,10000.0,715.18,715.03,10715.03
134,2025-02-04 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.08,6.242e-05,10000.0,10000.0,715.03,715.11,10715.11
135,2025-02-04 08:00:00,資金費率,XCNUSDT_binance_bybit,10.48,0.00838105,10000.0,10000.0,715.11,725.58,10725.58
136,2025-02-04 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.64,0.00051453,10000.0,10000.0,725.58,726.23,10726.23
137,2025-02-05 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.48,0.00038499,10000.0,10000.0,726.23,726.71,10726.71
138,2025-02-05 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.01,-1.184e-05,10000.0,10000.0,726.71,726.69,10726.69
139,2025-02-05 08:00:00,資金費率,XCNUSDT_binance_bybit,5.83,0.00466369,10000.0,10000.0,726.69,732.52,10732.52
140,2025-02-05 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,732.52,732.52,10732.52
141,2025-02-06 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.4,0.00032199,10000.0,10000.0,732.52,732.92,10732.92
142,2025-02-06 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,732.92,732.92,10732.92
143,2025-02-06 08:00:00,資金費率,XCNUSDT_binance_bybit,2.96,0.00236678,10000.0,10000.0,732.92,735.88,10735.88
144,2025-02-06 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.1,7.976e-05,10000.0,10000.0,735.88,735.98,10735.98
145,2025-02-07 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.16,0.0001303,10000.0,10000.0,735.98,736.15,10736.15
146,2025-02-07 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.11,8.558e-05,10000.0,10000.0,736.15,736.25,10736.25
147,2025-02-07 08:00:00,資金費率,XCNUSDT_binance_bybit,3.21,0.00257075,10000.0,10000.0,736.25,739.47,10739.47
148,2025-02-07 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,739.47,739.47,10739.47
149,2025-02-08 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.49,0.00039401,10000.0,10000.0,739.47,739.96,10739.96
150,2025-02-08 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.19,-0.00014974,10000.0,10000.0,739.96,739.77,10739.77
151,2025-02-08 08:00:00,資金費率,XCNUSDT_binance_bybit,4.27,0.00341419,10000.0,10000.0,739.77,744.04,10744.04
152,2025-02-08 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,744.04,744.04,10744.04
153,2025-02-09 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.04,3.132e-05,10000.0,10000.0,744.04,744.08,10744.08
154,2025-02-09 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.16,-0.00013184,10000.0,10000.0,744.08,743.91,10743.91
155,2025-02-09 08:00:00,資金費率,XCNUSDT_binance_bybit,0.99,0.00078905,10000.0,10000.0,743.91,744.9,10744.9
156,2025-02-09 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,744.9,744.9,10744.9
157,2025-02-10 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.16,0.00013153,10000.0,10000.0,744.9,745.06,10745.06
158,2025-02-10 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.75,-0.00059931,10000.0,10000.0,745.06,744.32,10744.32
159,2025-02-10 08:00:00,資金費率,XCNUSDT_binance_bybit,6.02,0.00481435,10000.0,10000.0,744.32,750.33,10750.33
160,2025-02-10 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,750.33,750.33,10750.33
161,2025-02-11 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.16,0.00013059,10000.0,10000.0,750.33,750.5,10750.5
162,2025-02-11 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.09,-7.42e-05,10000.0,10000.0,750.5,750.4,10750.4
163,2025-02-11 08:00:00,資金費率,XCNUSDT_binance_bybit,4.45,0.0035592,10000.0,10000.0,750.4,754.85,10754.85
164,2025-02-11 08:00:00,資金費率,DEGENUSDT_binance_bybit,0.0,0.0,10000.0,10000.0,754.85,754.85,10754.85
